plz,name,canton,canton_name,municipality
6414,Oberarth,SZ,Schwyz,
6415,Arth,SZ,Schwyz,
6416,Steinerberg,SZ,Schwyz,
6417,Sattel,SZ,Schwyz,
6418,Rothenthurm,SZ,Schwyz,
6422,Steinen,SZ,Schwyz,
6423,Seewen SZ,SZ,Schwyz,
6424,Lauerz,SZ,Schwyz,
6430,Schwyz,SZ,Schwyz,
6432,Rickenbach b. Schwyz,SZ,Schwyz,
6433,Stoos SZ,SZ,Schwyz,
6434,Illgau,SZ,Schwyz,
6436,Bisisthal,UR,Uri,
6436,Muotathal,UR,Uri,
6436,Ried (Muotathal),SZ,Schwyz,
6438,Ibach,SZ,Schwyz,
6440,Brunnen,SZ,Schwyz,
6441,Rütli,UR,Uri,
6442,Gersau,SZ,Schwyz,
6443,Morschach,SZ,Schwyz,
6452,Riemenstalden,UR,Uri,
6452,Sisikon,UR,Uri,
6454,Flüelen,UR,Uri,
6460,Altdorf UR,UR,Uri,
6461,Isenthal,UR,Uri,
6462,Seedorf UR,UR,Uri,
6463,Bürglen UR,UR,Uri,
6464,Spiringen,UR,Uri,
6465,Unterschächen,UR,Uri,
6466,Bauen,UR,Uri,
6467,Schattdorf,UR,Uri,
6468,Attinghausen,UR,Uri,
6469,Haldi b. Schattdorf,UR,Uri,
6472,Erstfeld,UR,Uri,
6473,Silenen,UR,Uri,
6474,Amsteg,UR,Uri,
6475,Bristen,UR,Uri,
6476,Intschi,UR,Uri,
6482,Gurtnellen,UR,Uri,
6484,Wassen UR,UR,Uri,
6485,Meien,UR,Uri,
6487,Göschenen,UR,Uri,
6490,Andermatt,UR,Uri,
6491,Realp,UR,Uri,
6493,Hospental,UR,Uri,
6500,Bellinzona,TI,Ticino,
6503,Bellinzona,TI,Ticino,
6512,Giubiasco,TI,Ticino,
6513,Monte Carasso,TI,Ticino,
6514,Sementina,TI,Ticino,
6515,Gudo,TI,Ticino,
6516,Cugnasco,TI,Ticino,
6517,Arbedo,TI,Ticino,
6518,Gorduno,TI,Ticino,
6523,Preonzo,TI,Ticino,
6524,Moleno,TI,Ticino,
6525,Gnosca,TI,Ticino,
6526,Prosito,TI,Ticino,
6527,Lodrino,TI,Ticino,
6528,Camorino,TI,Ticino,
6532,Castione,TI,Ticino,
6533,Lumino,GR,Graubünden / Grigioni / Grischun,
6534,S. Vittore,GR,Graubünden / Grigioni / Grischun,
6535,Roveredo GR,GR,Graubünden / Grigioni / Grischun,
6537,Grono,GR,Graubünden / Grigioni / Grischun,
6538,Verdabbio,GR,Graubünden / Grigioni / Grischun,
6540,Castaneda,GR,Graubünden / Grigioni / Grischun,
6541,Sta. Maria in Calanca,GR,Graubünden / Grigioni / Grischun,
6542,Buseno,GR,Graubünden / Grigioni / Grischun,
6543,Arvigo,GR,Graubünden / Grigioni / Grischun,
6544,Braggio,GR,Graubünden / Grigioni / Grischun,
6545,Selma,GR,Graubünden / Grigioni / Grischun,
6546,Cauco,GR,Graubünden / Grigioni / Grischun,
6548,Augio,GR,Graubünden / Grigioni / Grischun,
6548,Rossa,GR,Graubünden / Grigioni / Grischun,
6548,Sta. Domenica,GR,Graubünden / Grigioni / Grischun,
6549,Laura,GR,Graubünden / Grigioni / Grischun,
6556,Leggia,GR,Graubünden / Grigioni / Grischun,
6557,Cama,GR,Graubünden / Grigioni / Grischun,
6558,Lostallo,GR,Graubünden / Grigioni / Grischun,
6562,Soazza,GR,Graubünden / Grigioni / Grischun,
6563,Mesocco,GR,Graubünden / Grigioni / Grischun,
6565,S. Bernardino,GR,Graubünden / Grigioni / Grischun,
6571,Indemini,TI,Ticino,
6572,Quartino,TI,Ticino,
6573,Magadino,TI,Ticino,
6574,Vira (Gambarogno),TI,Ticino,
6575,S. Nazzaro,TI,Ticino,
6575,Vairano,TI,Ticino,
6576,Gerra (Gambarogno),TI,Ticino,
6577,Ranzo,TI,Ticino,
6578,Caviano,TI,Ticino,
6579,Piazzogna,TI,Ticino,
6582,Pianezzo,TI,Ticino,
6583,S. Antonio (Val Morobbia),TI,Ticino,
6584,Carena,TI,Ticino,
6592,S. Antonino,TI,Ticino,
6593,Cadenazzo,TI,Ticino,
6594,Contone,TI,Ticino,
6595,Riazzino,TI,Ticino,
6596,Gordola,TI,Ticino,
6597,Agarone,TI,Ticino,
6598,Tenero,TI,Ticino,
6599,Robasacco,TI,Ticino,
6600,Locarno,TI,Ticino,
6600,Muralto,TI,Ticino,
6600,Solduno,TI,Ticino,
6605,Locarno,TI,Ticino,
6611,Crana,TI,Ticino,
6611,Gresso,TI,Ticino,
6611,Mosogno,TI,Ticino,
6612,Ascona,TI,Ticino,
6613,Porto Ronco,TI,Ticino,
6614,Brissago,TI,Ticino,
6614,Isole di Brissago,TI,Ticino,
6616,Losone,TI,Ticino,
6618,Arcegno,TI,Ticino,
6622,Ronco sopra Ascona,TI,Ticino,
6631,Corippo,TI,Ticino,
6632,Vogorno,TI,Ticino,
6633,Lavertezzo,TI,Ticino,
6634,Brione (Verzasca),TI,Ticino,
6635,Gerra (Verzasca),TI,Ticino,
6636,Frasco,TI,Ticino,
6637,Sonogno,TI,Ticino,
6644,Orselina,TI,Ticino,
6645,Brione sopra Minusio,TI,Ticino,
6646,Contra,TI,Ticino,
6647,Mergoscia,TI,Ticino,
6648,Minusio,TI,Ticino,
6652,Tegna,TI,Ticino,
6653,Verscio,TI,Ticino,
6654,Cavigliano,TI,Ticino,
6655,Intragna,TI,Ticino,
6655,Rasa,TI,Ticino,
6655,Verdasio,TI,Ticino,
6656,Golino,TI,Ticino,
6657,Palagnedra,TI,Ticino,
6658,Borgnone,TI,Ticino,
6659,Camedo,TI,Ticino,
6659,Moneto,TI,Ticino,
6661,Auressio,TI,Ticino,
6661,Berzona,TI,Ticino,
6661,Loco,TI,Ticino,
6662,Russo,TI,Ticino,
6663,Comologno,TI,Ticino,
6663,Spruga,TI,Ticino,
6664,Vergeletto,TI,Ticino,
6670,Avegno,TI,Ticino,
6672,Gordevio,TI,Ticino,
6673,Maggia,TI,Ticino,
6674,Riveo,TI,Ticino,
6674,Someo,TI,Ticino,
6675,Cevio,TI,Ticino,
6676,Bignasco,TI,Ticino,
6677,Aurigeno,TI,Ticino,
6677,Moghegno,TI,Ticino,
6678,Coglio,TI,Ticino,
6678,Giumaglio,TI,Ticino,
6678,Lodano,TI,Ticino,
6682,Linescio,TI,Ticino,
6683,Cerentino,TI,Ticino,
6683,Niva (Vallemaggia),TI,Ticino,
6684,Campo (Vallemaggia),TI,Ticino,
6684,Cimalmotto,TI,Ticino,
6685,Bosco/Gurin,TI,Ticino,
6690,Cavergno,TI,Ticino,
6690,S. Carlo (Val Bavona),TI,Ticino,
6692,Brontallo,TI,Ticino,
6692,Menzonio,TI,Ticino,
6693,Broglio,TI,Ticino,
6694,Prato-Sornico,TI,Ticino,
6695,Peccia,TI,Ticino,
6695,Piano di Peccia,TI,Ticino,
6696,Fusio,TI,Ticino,
6702,Claro,TI,Ticino,
6703,Osogna,TI,Ticino,
6705,Cresciano,TI,Ticino,
6707,Iragna,TI,Ticino,
6710,Biasca,TI,Ticino,
6713,Malvaglia,TI,Ticino,
6714,Semione,TI,Ticino,
6715,Dongio,TI,Ticino,
6716,Acquarossa,TI,Ticino,
6716,Leontica,TI,Ticino,
6716,Lottigna,TI,Ticino,
6717,Dangio,TI,Ticino,
6717,Torre,TI,Ticino,
6718,Camperio,TI,Ticino,
6718,Olivone,TI,Ticino,
6719,Aquila,TI,Ticino,
6720,Campo (Blenio),TI,Ticino,
6720,Ghirone,TI,Ticino,
6721,Ludiano,TI,Ticino,
6721,Motto (Blenio),TI,Ticino,
6722,Corzoneso,TI,Ticino,
6723,Castro,TI,Ticino,
6723,Marolta,TI,Ticino,
6723,Prugiasco,TI,Ticino,
6724,Largario,TI,Ticino,
6724,Ponto Valentino,TI,Ticino,
6742,Pollegio,TI,Ticino,
6743,Bodio TI,TI,Ticino,
6744,Personico,TI,Ticino,
6745,Giornico,TI,Ticino,
6746,Calonico,TI,Ticino,
6746,Lavorgo,TI,Ticino,
6746,Nivo,TI,Ticino,
6747,Chironico,TI,Ticino,
6748,Anzonico,TI,Ticino,
6749,Cavagnago,TI,Ticino,
6749,Sobrio,TI,Ticino,
6760,Calpiogna,TI,Ticino,
6760,Campello,TI,Ticino,
6760,Carì,TI,Ticino,
6760,Faido,TI,Ticino,
6760,Molare,TI,Ticino,
6760,Rossura,TI,Ticino,
6763,Mairengo,TI,Ticino,
6763,Osco,TI,Ticino,
6764,Chiggiogna,TI,Ticino,
6772,Rodi-Fiesso,TI,Ticino,
6773,Prato (Leventina),TI,Ticino,
6774,Dalpe,TI,Ticino,
6775,Ambrì,TI,Ticino,
6776,Piotta,TI,Ticino,
6777,Quinto,TI,Ticino,
6780,Airolo,TI,Ticino,
6781,Bedretto,TI,Ticino,
6781,Villa Bedretto,TI,Ticino,
6802,Rivera,TI,Ticino,
6803,Camignolo,TI,Ticino,
6804,Bironico,TI,Ticino,
6805,Mezzovico,TI,Ticino,
6806,Sigirino,TI,Ticino,
6807,Taverne,TI,Ticino,
6808,Torricella,TI,Ticino,
6809,Medeglia,TI,Ticino,
6810,Isone,TI,Ticino,
6814,Cadempino,TI,Ticino,
6814,Lamone,TI,Ticino,
6815,Melide,TI,Ticino,
6816,Bissone,TI,Ticino,
6817,Maroggia,TI,Ticino,
6818,Melano,TI,Ticino,
6821,Rovio,TI,Ticino,
6822,Arogno,TI,Ticino,
6823,Pugerna,TI,Ticino,
6825,Capolago,TI,Ticino,
6826,Riva San Vitale,TI,Ticino,
6827,Brusino Arsizio,TI,Ticino,
6828,Balerna,TI,Ticino,
6830,Chiasso,TI,Ticino,
6832,Pedrinate,TI,Ticino,
6832,Seseglio,TI,Ticino,
6833,Vacallo,TI,Ticino,
6834,Morbio Inferiore,TI,Ticino,
6835,Morbio Superiore,TI,Ticino,
6837,Bruzella,TI,Ticino,
6837,Caneggio,TI,Ticino,
6838,Cabbio,TI,Ticino,
6838,Muggio,TI,Ticino,
6839,Sagno,TI,Ticino,
6850,Mendrisio,TI,Ticino,
6852,Genestrerio,TI,Ticino,
6853,Ligornetto,TI,Ticino,
6854,S. Pietro,TI,Ticino,
6855,Stabio,TI,Ticino,
6862,Rancate,TI,Ticino,
6863,Besazio,TI,Ticino,
6864,Arzo,TI,Ticino,
6865,Tremona,TI,Ticino,
6866,Meride,TI,Ticino,
6867,Serpiano,TI,Ticino,
6872,Salorino,TI,Ticino,
6873,Corteglia,TI,Ticino,
6874,Castel San Pietro,TI,Ticino,
6875,Campora,TI,Ticino,
6875,Casima,TI,Ticino,
6875,Monte,TI,Ticino,
6877,Coldrerio,TI,Ticino,
6883,Novazzano,TI,Ticino,
6900,Lugano,TI,Ticino,
6900,Massagno,TI,Ticino,
6900,Paradiso,TI,Ticino,
6912,Pazzallo,TI,Ticino,
6913,Carabbia,TI,Ticino,
6914,Carona,TI,Ticino,
6915,Pambio-Noranco,TI,Ticino,
6916,Grancia,TI,Ticino,
6917,Barbengo,TI,Ticino,
6918,Figino,TI,Ticino,
6919,Carabietta,TI,Ticino,
6921,Vico Morcote,TI,Ticino,
6922,Morcote,TI,Ticino,
6924,Sorengo,TI,Ticino,
6925,Gentilino,TI,Ticino,
6926,Montagnola,TI,Ticino,
6927,Agra,TI,Ticino,
6928,Manno,TI,Ticino,
6929,Gravesano,TI,Ticino,
6930,Bedano,TI,Ticino,
6932,Breganzona,TI,Ticino,
6933,Muzzano,TI,Ticino,
6934,Bioggio,TI,Ticino,
6935,Bosco Luganese,TI,Ticino,
6936,Cademario,TI,Ticino,
6937,Breno,TI,Ticino,
6938,Fescoggia,TI,Ticino,
6938,Vezio,TI,Ticino,
6939,Arosio,TI,Ticino,
6939,Mugena,TI,Ticino,
6942,Savosa,TI,Ticino,
6943,Vezia,TI,Ticino,
6944,Cureglia,TI,Ticino,
6945,Origlio,TI,Ticino,
6946,Ponte Capriasca,TI,Ticino,
6947,Vaglio,TI,Ticino,
6948,Porza,TI,Ticino,
6949,Comano,TI,Ticino,
6950,Tesserete,TI,Ticino,
6951,Bogno,TI,Ticino,
6951,Colla,TI,Ticino,
6951,Cozzo,TI,Ticino,
6951,Insone,TI,Ticino,
6951,Scareglia,TI,Ticino,
6951,Signôra,TI,Ticino,
6952,Canobbio,TI,Ticino,
6953,Lugaggia,TI,Ticino,
6954,Bigorio,TI,Ticino,
6954,Sala Capriasca,TI,Ticino,
6955,Cagiallo,TI,Ticino,
6955,Oggio,TI,Ticino,
6956,Lopagno,TI,Ticino,
6957,Roveredo TI,TI,Ticino,
6958,Bidogno,TI,Ticino,
6958,Corticiasca,TI,Ticino,
6959,Certara,TI,Ticino,
6959,Cimadera,TI,Ticino,
6959,Curtina,TI,Ticino,
6959,Maglio di Colla,TI,Ticino,
6959,Piandera Paese,TI,Ticino,
6960,Odogno,TI,Ticino,
6962,Viganello,TI,Ticino,
6963,Cureggia,TI,Ticino,
6963,Pregassona,TI,Ticino,
6964,Davesco-Soragno,TI,Ticino,
6965,Cadro,TI,Ticino,
6966,Villa Luganese,TI,Ticino,
6967,Dino,TI,Ticino,
6968,Sonvico,TI,Ticino,
6974,Aldesago,TI,Ticino,
6976,Castagnola,TI,Ticino,
6977,Ruvigliana,TI,Ticino,
6978,Gandria,TI,Ticino,
6979,Brè sopra Lugano,TI,Ticino,
6980,Castelrotto,TI,Ticino,
6981,Banco,TI,Ticino,
6981,Bedigliora,TI,Ticino,
6981,Beride di Bedigliora,TI,Ticino,
6981,Bombinasco,TI,Ticino,
6982,Agno,TI,Ticino,
6983,Magliaso,TI,Ticino,
6984,Pura,TI,Ticino,
6986,Curio,TI,Ticino,
6986,Miglieglia,TI,Ticino,
6986,Novaggio,TI,Ticino,
6987,Caslano,TI,Ticino,
6988,Ponte Tresa,TI,Ticino,
6989,Purasca,TI,Ticino,
6990,Cassina d'Agno,TI,Ticino,
6991,Neggio,TI,Ticino,
6992,Cimo,TI,Ticino,
6992,Vernate,TI,Ticino,
6993,Iseo,TI,Ticino,
6994,Aranno,TI,Ticino,
6995,Madonna del Piano,TI,Ticino,
6997,Sessa,TI,Ticino,
6998,Monteggio,TI,Ticino,
6999,Astano,TI,Ticino,
7000,Chur,GR,Graubünden / Grigioni / Grischun,
7012,Felsberg,GR,Graubünden / Grigioni / Grischun,
7013,Domat/Ems,GR,Graubünden / Grigioni / Grischun,
7014,Trin,GR,Graubünden / Grigioni / Grischun,
7015,Tamins,GR,Graubünden / Grigioni / Grischun,
7016,Trin Mulin,GR,Graubünden / Grigioni / Grischun,
7017,Flims Dorf,GR,Graubünden / Grigioni / Grischun,
7018,Flims Waldhaus,GR,Graubünden / Grigioni / Grischun,
7019,Fidaz,GR,Graubünden / Grigioni / Grischun,
7023,Haldenstein,GR,Graubünden / Grigioni / Grischun,
7026,Maladers,GR,Graubünden / Grigioni / Grischun,
7027,Calfreisen,GR,Graubünden / Grigioni / Grischun,
7027,Castiel,GR,Graubünden / Grigioni / Grischun,
7027,Lüen,GR,Graubünden / Grigioni / Grischun,
7028,Pagig,GR,Graubünden / Grigioni / Grischun,
7028,St. Peter,GR,Graubünden / Grigioni / Grischun,
7029,Peist,GR,Graubünden / Grigioni / Grischun,
7031,Laax GR,GR,Graubünden / Grigioni / Grischun,
7032,Laax GR 2,GR,Graubünden / Grigioni / Grischun,
7050,Arosa,GR,Graubünden / Grigioni / Grischun,
7056,Molinis,GR,Graubünden / Grigioni / Grischun,
7057,Langwies,GR,Graubünden / Grigioni / Grischun,
7058,Litzirüti,GR,Graubünden / Grigioni / Grischun,
7062,Passugg,GR,Graubünden / Grigioni / Grischun,
7063,Praden,GR,Graubünden / Grigioni / Grischun,
7064,Tschiertschen,GR,Graubünden / Grigioni / Grischun,
7074,Malix,GR,Graubünden / Grigioni / Grischun,
7075,Churwalden,GR,Graubünden / Grigioni / Grischun,
7076,Parpan,GR,Graubünden / Grigioni / Grischun,
7077,Valbella,GR,Graubünden / Grigioni / Grischun,
7078,Lenzerheide/Lai,GR,Graubünden / Grigioni / Grischun,
7082,Vaz/Obervaz,GR,Graubünden / Grigioni / Grischun,
7083,Lantsch/Lenz,GR,Graubünden / Grigioni / Grischun,
7084,Brienz/Brinzauls GR,GR,Graubünden / Grigioni / Grischun,
7104,Versam,GR,Graubünden / Grigioni / Grischun,
7106,Tenna,GR,Graubünden / Grigioni / Grischun,
7107,Safien Platz,GR,Graubünden / Grigioni / Grischun,
7109,Thalkirch,GR,Graubünden / Grigioni / Grischun,
7110,Peiden,GR,Graubünden / Grigioni / Grischun,
7111,Pitasch,GR,Graubünden / Grigioni / Grischun,
7112,Duvin,GR,Graubünden / Grigioni / Grischun,
7113,Camuns,GR,Graubünden / Grigioni / Grischun,
7114,Uors (Lumnezia),GR,Graubünden / Grigioni / Grischun,
7115,Surcasti,GR,Graubünden / Grigioni / Grischun,
7116,St. Martin (Lugnez),GR,Graubünden / Grigioni / Grischun,
7116,Tersnaus,GR,Graubünden / Grigioni / Grischun,
7122,Valendas,GR,Graubünden / Grigioni / Grischun,
7126,Castrisch,GR,Graubünden / Grigioni / Grischun,
7127,Sevgein,GR,Graubünden / Grigioni / Grischun,
7128,Riein,GR,Graubünden / Grigioni / Grischun,
7130,Ilanz,GR,Graubünden / Grigioni / Grischun,
7130,Schnaus,GR,Graubünden / Grigioni / Grischun,
7132,Vals,GR,Graubünden / Grigioni / Grischun,
7134,Obersaxen,GR,Graubünden / Grigioni / Grischun,
7137,Flond,GR,Graubünden / Grigioni / Grischun,
7138,Surcuolm,GR,Graubünden / Grigioni / Grischun,
7141,Luven,GR,Graubünden / Grigioni / Grischun,
7142,Cumbel,GR,Graubünden / Grigioni / Grischun,
7143,Morissen,GR,Graubünden / Grigioni / Grischun,
7144,Vella,GR,Graubünden / Grigioni / Grischun,
7145,Degen,GR,Graubünden / Grigioni / Grischun,
7146,Vattiz,GR,Graubünden / Grigioni / Grischun,
7147,Vignogn,GR,Graubünden / Grigioni / Grischun,
7148,Lumbrein,GR,Graubünden / Grigioni / Grischun,
7149,Vrin,GR,Graubünden / Grigioni / Grischun,
7151,Schluein,GR,Graubünden / Grigioni / Grischun,
7152,Sagogn,GR,Graubünden / Grigioni / Grischun,
7153,Falera,GR,Graubünden / Grigioni / Grischun,
7154,Ruschein,GR,Graubünden / Grigioni / Grischun,
7155,Ladir,GR,Graubünden / Grigioni / Grischun,
7156,Pigniu,GR,Graubünden / Grigioni / Grischun,
7156,Rueun,GR,Graubünden / Grigioni / Grischun,
7157,Siat,GR,Graubünden / Grigioni / Grischun,
7158,Waltensburg/Vuorz,GR,Graubünden / Grigioni / Grischun,
7159,Andiast,GR,Graubünden / Grigioni / Grischun,
7162,Tavanasa,GR,Graubünden / Grigioni / Grischun,
7163,Danis,GR,Graubünden / Grigioni / Grischun,
7164,Dardin,GR,Graubünden / Grigioni / Grischun,
7165,Breil/Brigels,GR,Graubünden / Grigioni / Grischun,
7166,Trun,GR,Graubünden / Grigioni / Grischun,
7167,Zignau,GR,Graubünden / Grigioni / Grischun,
7168,Schlans,GR,Graubünden / Grigioni / Grischun,
7172,Rabius,GR,Graubünden / Grigioni / Grischun,
7173,Surrein,GR,Graubünden / Grigioni / Grischun,
7174,S. Benedetg,GR,Graubünden / Grigioni / Grischun,
7175,Sumvitg,GR,Graubünden / Grigioni / Grischun,
7176,Cumpadials,GR,Graubünden / Grigioni / Grischun,
7180,Disentis/Mustér,GR,Graubünden / Grigioni / Grischun,
7182,Cavardiras,GR,Graubünden / Grigioni / Grischun,
7183,Mumpé Medel,GR,Graubünden / Grigioni / Grischun,
7184,Curaglia,GR,Graubünden / Grigioni / Grischun,
7185,Platta,GR,Graubünden / Grigioni / Grischun,
7186,Segnas,GR,Graubünden / Grigioni / Grischun,
7187,Camischolas,GR,Graubünden / Grigioni / Grischun,
7188,Sedrun,GR,Graubünden / Grigioni / Grischun,
7189,Rueras,GR,Graubünden / Grigioni / Grischun,
7202,Says,GR,Graubünden / Grigioni / Grischun,
7203,Trimmis,GR,Graubünden / Grigioni / Grischun,
7204,Untervaz,GR,Graubünden / Grigioni / Grischun,
7205,Zizers,GR,Graubünden / Grigioni / Grischun,
7206,Igis,GR,Graubünden / Grigioni / Grischun,
7208,Malans GR,GR,Graubünden / Grigioni / Grischun,
7212,Seewis Dorf,GR,Graubünden / Grigioni / Grischun,
7212,Seewis-Pardisla,GR,Graubünden / Grigioni / Grischun,
7212,Seewis-Schmitten,GR,Graubünden / Grigioni / Grischun,
7213,Valzeina,GR,Graubünden / Grigioni / Grischun,
7214,Grüsch,GR,Graubünden / Grigioni / Grischun,
7215,Fanas,GR,Graubünden / Grigioni / Grischun,
7220,Schiers,GR,Graubünden / Grigioni / Grischun,
7222,Lunden,GR,Graubünden / Grigioni / Grischun,
7223,Buchen im Prättigau,GR,Graubünden / Grigioni / Grischun,
7224,Putz,GR,Graubünden / Grigioni / Grischun,
7226,Fajauna,GR,Graubünden / Grigioni / Grischun,
7226,Stels,GR,Graubünden / Grigioni / Grischun,
7228,Pusserein,GR,Graubünden / Grigioni / Grischun,
7228,Schuders,GR,Graubünden / Grigioni / Grischun,
7231,Pragg-Jenaz,GR,Graubünden / Grigioni / Grischun,
7232,Furna,GR,Graubünden / Grigioni / Grischun,
7233,Jenaz,GR,Graubünden / Grigioni / Grischun,
7235,Fideris,GR,Graubünden / Grigioni / Grischun,
7240,Küblis,GR,Graubünden / Grigioni / Grischun,
7241,Conters im Prättigau,GR,Graubünden / Grigioni / Grischun,
7242,Luzein,GR,Graubünden / Grigioni / Grischun,
7243,Pany,GR,Graubünden / Grigioni / Grischun,
7244,Gadenstätt,GR,Graubünden / Grigioni / Grischun,
7245,Ascharina,GR,Graubünden / Grigioni / Grischun,
7246,St. Antönien,GR,Graubünden / Grigioni / Grischun,
7247,Saas im Prättigau,GR,Graubünden / Grigioni / Grischun,
7249,Serneus,GR,Graubünden / Grigioni / Grischun,
7250,Klosters,GR,Graubünden / Grigioni / Grischun,
7252,Klosters Dorf,GR,Graubünden / Grigioni / Grischun,
7260,Davos Dorf,GR,Graubünden / Grigioni / Grischun,
7265,Davos Wolfgang,GR,Graubünden / Grigioni / Grischun,
7270,Davos Platz,GR,Graubünden / Grigioni / Grischun,
7272,Davos Clavadel,GR,Graubünden / Grigioni / Grischun,
7276,Davos Frauenkirch,GR,Graubünden / Grigioni / Grischun,
7277,Davos Glaris,GR,Graubünden / Grigioni / Grischun,
7278,Davos Monstein,GR,Graubünden / Grigioni / Grischun,
7302,Landquart,GR,Graubünden / Grigioni / Grischun,
7303,Mastrils,GR,Graubünden / Grigioni / Grischun,
7304,Maienfeld,GR,Graubünden / Grigioni / Grischun,
7306,Fläsch,GR,Graubünden / Grigioni / Grischun,
7307,Jenins,GR,Graubünden / Grigioni / Grischun,
7310,Bad Ragaz,SG,St. Gallen,
7312,Pfäfers,SG,St. Gallen,
7313,St. Margrethenberg,SG,St. Gallen,
7314,Vadura,SG,St. Gallen,
7315,Vättis,SG,St. Gallen,
7317,Valens,SG,St. Gallen,
7317,Vasön,SG,St. Gallen,
7320,Sargans,SG,St. Gallen,
7323,Wangs,SG,St. Gallen,
7324,Vilters,SG,St. Gallen,
7325,Schwendi im Weisstannental,SG,St. Gallen,
7326,Weisstannen,SG,St. Gallen,
7402,Bonaduz,GR,Graubünden / Grigioni / Grischun,
7403,Rhäzüns,GR,Graubünden / Grigioni / Grischun,
7404,Feldis/Veulden,GR,Graubünden / Grigioni / Grischun,
7405,Rothenbrunnen,GR,Graubünden / Grigioni / Grischun,
7407,Trans,GR,Graubünden / Grigioni / Grischun,
7408,Cazis,GR,Graubünden / Grigioni / Grischun,
7411,Sils im Domleschg,GR,Graubünden / Grigioni / Grischun,
7412,Scharans,GR,Graubünden / Grigioni / Grischun,
7413,Fürstenaubruck,GR,Graubünden / Grigioni / Grischun,
7414,Fürstenau,GR,Graubünden / Grigioni / Grischun,
7415,Pratval,GR,Graubünden / Grigioni / Grischun,
7415,Rodels,GR,Graubünden / Grigioni / Grischun,
7416,Almens,GR,Graubünden / Grigioni / Grischun,
7417,Paspels,GR,Graubünden / Grigioni / Grischun,
7418,Tumegl/Tomils,GR,Graubünden / Grigioni / Grischun,
7419,Scheid,GR,Graubünden / Grigioni / Grischun,
7421,Summaprada,GR,Graubünden / Grigioni / Grischun,
7422,Tartar,GR,Graubünden / Grigioni / Grischun,
7423,Portein,GR,Graubünden / Grigioni / Grischun,
7423,Sarn,GR,Graubünden / Grigioni / Grischun,
7424,Dalin,GR,Graubünden / Grigioni / Grischun,
7424,Präz,GR,Graubünden / Grigioni / Grischun,
7425,Masein,GR,Graubünden / Grigioni / Grischun,
7426,Flerden,GR,Graubünden / Grigioni / Grischun,
7427,Urmein,GR,Graubünden / Grigioni / Grischun,
7428,Tschappina,GR,Graubünden / Grigioni / Grischun,
7430,Rongellen,GR,Graubünden / Grigioni / Grischun,
7430,Thusis,GR,Graubünden / Grigioni / Grischun,
7431,Mutten,GR,Graubünden / Grigioni / Grischun,
7431,Obermutten,GR,Graubünden / Grigioni / Grischun,
7432,Zillis,GR,Graubünden / Grigioni / Grischun,
7433,Donat,GR,Graubünden / Grigioni / Grischun,
7433,Lohn GR,GR,Graubünden / Grigioni / Grischun,
7433,Mathon,GR,Graubünden / Grigioni / Grischun,
7433,Wergenstein,GR,Graubünden / Grigioni / Grischun,
7434,Sufers,GR,Graubünden / Grigioni / Grischun,
7435,Splügen,GR,Graubünden / Grigioni / Grischun,
7436,Medels im Rheinwald,GR,Graubünden / Grigioni / Grischun,
7437,Nufenen,GR,Graubünden / Grigioni / Grischun,
7438,Hinterrhein,GR,Graubünden / Grigioni / Grischun,
7440,Andeer,GR,Graubünden / Grigioni / Grischun,
7442,Clugin,GR,Graubünden / Grigioni / Grischun,
7443,Pignia,GR,Graubünden / Grigioni / Grischun,
7444,Ausserferrera,GR,Graubünden / Grigioni / Grischun,
7445,Innerferrera,GR,Graubünden / Grigioni / Grischun,
7447,Avers,GR,Graubünden / Grigioni / Grischun,
7448,Juf,GR,Graubünden / Grigioni / Grischun,
7450,Tiefencastel,GR,Graubünden / Grigioni / Grischun,
7451,Alvaschein,GR,Graubünden / Grigioni / Grischun,
7452,Cunter,GR,Graubünden / Grigioni / Grischun,
7453,Tinizong,GR,Graubünden / Grigioni / Grischun,
7454,Rona,GR,Graubünden / Grigioni / Grischun,
7455,Mulegns,GR,Graubünden / Grigioni / Grischun,
7456,Marmorera,GR,Graubünden / Grigioni / Grischun,
7456,Sur,GR,Graubünden / Grigioni / Grischun,
7457,Bivio,GR,Graubünden / Grigioni / Grischun,
7458,Mon,GR,Graubünden / Grigioni / Grischun,
7459,Stierva,GR,Graubünden / Grigioni / Grischun,
7460,Savognin,GR,Graubünden / Grigioni / Grischun,
7462,Salouf,GR,Graubünden / Grigioni / Grischun,
7463,Riom,GR,Graubünden / Grigioni / Grischun,
7464,Parsonz,GR,Graubünden / Grigioni / Grischun,
7472,Surava,GR,Graubünden / Grigioni / Grischun,
7473,Alvaneu Bad,GR,Graubünden / Grigioni / Grischun,
7477,Filisur,GR,Graubünden / Grigioni / Grischun,
7482,Bergün/Bravuogn,GR,Graubünden / Grigioni / Grischun,
7482,Preda,GR,Graubünden / Grigioni / Grischun,
7482,Stugl/Stuls,GR,Graubünden / Grigioni / Grischun,
7484,Latsch,GR,Graubünden / Grigioni / Grischun,
7492,Alvaneu Dorf,GR,Graubünden / Grigioni / Grischun,
7493,Schmitten (Albula),GR,Graubünden / Grigioni / Grischun,
7494,Davos Wiesen,GR,Graubünden / Grigioni / Grischun,
7500,St. Moritz,GR,Graubünden / Grigioni / Grischun,
7502,Bever,GR,Graubünden / Grigioni / Grischun,
